,Features,Parameters_knn,RMSE,Sample_size,Runtime
155,"['Series', 'Awards', 'Genres']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9410430351238008,10000,140.08527517318728
156,"['Series', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9411614988225602,10000,403.9860665798187
157,"['Series', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9414443089417186,10000,362.8506817817688
158,"['Series', 'RottenTomatoes_Rating', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9419211332551052,10000,241.211168050766
159,"['Series', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9420894666626668,10000,398.7242865562439
160,"['Series', 'Awards', 'RottenTomatoes_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9422253816928436,10000,397.1818766593933
161,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9422277051641612,10000,434.76038885116577
162,"['Series', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9424676798327124,10000,366.97843503952026
163,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'PG_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9425339870047568,10000,365.58116126060486
164,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Keywords: 10', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9426205136066952,10000,3894.927071094513
165,"['Series', 'Awards', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9431911050385542,10000,394.5725030899048
